location,sigma,amenity_pre,amenity_post,delta_amenity,V_pre,V_post,delta_V,worker_welfare_pre,worker_welfare_post,delta_worker_welfare,EU_pre,EU_post,delta_EU,resident_welfare_pre_total,resident_welfare_post_total,delta_resident_welfare_total,worker_welfare_pre_total,worker_welfare_post_total,delta_worker_welfare_total,total_welfare_pre,total_welfare_post,delta_total_welfare,pool_id,displacement_pct,,,,,,,,,
Sydney - Haymarket - The Rocks,5000,-15238.06149,-18631.95408,-3393.892586,-11689.0842,-12566.86263,-877.778426,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Waterloo - Beaconsfield,5000,-27384.63688,-32529.90824,-5145.271356,-11998.50664,-13649.80207,-1651.295429,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Bondi Junction - Waverly,5000,-24841.53649,-22891.11098,1950.425511,-13710.68775,-14109.46334,-398.7755868,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Paddington - Moore Park,5000,-33672.1474,-33726.14254,-53.99513623,-14174.40257,-14644.60783,-470.2052589,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Balmain,5000,-40451.12859,-39176.56458,1274.564014,-14106.58988,-14566.99344,-460.4035577,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Leichhardt - Annandale,5000,-31943.51742,-32548.71448,-605.1970611,-11585.93627,-12011.43297,-425.4966985,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Lilyfield - Rozelle,5000,-38171.69998,-39821.68126,-1649.981282,-14727.43513,-15185.90388,-458.4687418,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Rest_of_Sydney,5000,0,0,0,14005.32813,13941.64073,-63.68739824,87668878953,88006480018,337601065.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48935,14219.60166,-98.88769041,66970381111,66507864001,-462517110,94411443229,94429761033,18317804.81,1.61382E+11,1.60938E+11,-444199305.2,P3,100,,,,,,,,,
Darlinghurst,15000,-89391.60534,-96500.60584,-7109.000491,-75505.14396,-78710.76353,-3205.619563,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Erskineville - Alexandria,15000,-100540.8458,-106283.2916,-5742.445779,-70988.6209,-73066.61056,-2077.989656,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Glebe - Forest Lodge,15000,-81116.10229,-81148.88794,-32.78565163,-68358.41038,-68845.64228,-487.2318971,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Newtown - Camperdown - Darlington,15000,-78343.32369,-78016.43708,326.8866046,-64509.42481,-65429.46069,-920.0358864,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Potts Point - Woolloomooloo,15000,-75099.66317,-78934.97659,-3835.313422,-66691.89965,-68192.14567,-1500.246015,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Pyrmont - Ultimo,15000,-75665.08773,-74396.57531,1268.512422,-66271.12699,-68106.02592,-1834.898932,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Redfern - Chippendale,15000,-78049.88484,-84807.11452,-6757.229686,-67746.80904,-72465.1883,-4718.379265,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Surry Hills,15000,-85954.70729,-85035.753,918.9542881,-69348.2503,-70190.58443,-842.3341283,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Sydney - Haymarket - The Rocks,15000,-66626.88615,-71648.96079,-5022.074642,-63077.90886,-65583.86934,-2505.960482,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Waterloo - Beaconsfield,15000,-79392.30642,-87712.79384,-8320.487418,-64006.17618,-68832.68767,-4826.511492,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Bondi Junction - Waverly,15000,-80273.56824,-78993.31911,1280.249134,-69142.71951,-70211.67147,-1068.951964,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Paddington - Moore Park,15000,-90031.60879,-90898.63965,-867.0308575,-70533.86396,-71817.10494,-1283.24098,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Balmain,15000,-96674.96461,-96193.83291,481.1316947,-70330.42589,-71584.26177,-1253.835877,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Leichhardt - Annandale,15000,-83126.04622,-84454.86188,-1328.815662,-62768.46508,-63917.58038,-1149.115299,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Lilyfield - Rozelle,15000,-95637.2265,-98076.77047,-2439.543969,-72192.96166,-73440.99308,-1248.031429,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Rest_of_Sydney,15000,0,0,0,14005.32813,13941.64073,-63.68739824,87668878953,88006480018,337601065.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100,,,,,,,,,
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.81179,14775.52352,-169.2882748,69899813943,69108019502,-791794441.5,94411443229,94429761033,18317804.81,1.64311E+11,1.63538E+11,-773476636.7,P3,100,,,,,,,,,
Darlinghurst,10000,-59554.78131,-58519.01839,1035.762929,-45668.31993,-45668.31993,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Erskineville - Alexandria,10000,-72209.5295,-72209.5295,0,-42657.30456,-42657.30456,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Glebe - Forest Lodge,10000,-53661.52278,-53661.52278,0,-40903.83088,-40903.83088,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Newtown - Camperdown - Darlington,10000,-52171.73938,-52171.73938,0,-38337.84049,-38337.84049,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Potts Point - Woolloomooloo,10000,-48200.58725,-47541.91875,658.6684987,-39792.82372,-39792.82372,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Pyrmont - Ultimo,10000,-48906.26936,-48133.14514,773.1242234,-39512.30862,-39512.30862,1.46E-11,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Redfern - Chippendale,10000,-50799.17245,-50799.17245,0,-40496.09665,-40496.09665,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Surry Hills,10000,-58170.18115,-57139.67594,1030.50521,-41563.72416,-41563.72416,0,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Sydney - Haymarket - The Rocks,10000,-40932.47382,-39528.71436,1403.759457,-37383.49653,-37383.49653,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Waterloo - Beaconsfield,10000,-53388.47165,-53388.47165,0,-38002.34141,-38002.34141,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Bondi Junction - Waverly,10000,-52557.55237,-52557.55237,0,-41426.70363,-41426.70363,0,343127744,343127744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Paddington - Moore Park,10000,-61851.87809,-61851.87809,0,-42354.13326,-42354.13326,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Balmain,10000,-68563.0466,-68563.0466,0,-42218.50789,-42218.50789,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Leichhardt - Annandale,10000,-57534.78182,-57534.78182,0,-37177.20068,-37177.20068,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Lilyfield - Rozelle,10000,-66904.46324,-66904.46324,0,-43460.19839,-43460.19839,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Rest_of_Sydney,10000,0,0,0,14005.32813,14005.32813,0,87668878953,87668878953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.65057,14631.65057,0,68435097527,68435097527,0,94411443229,94411443229,0,1.62847E+11,1.62847E+11,0,P4,0,,,,,,,,,
Darlinghurst,5000,-29717.95728,-28682.19436,1035.762929,-15831.4959,-15831.4959,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Erskineville - Alexandria,5000,-43878.21316,-43878.21316,0,-14325.98822,-14325.98822,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Glebe - Forest Lodge,5000,-26206.94328,-26206.94328,0,-13449.25137,-13449.25137,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Newtown - Camperdown - Darlington,5000,-26000.15506,-26000.15506,0,-12166.25618,-12166.25618,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Potts Point - Woolloomooloo,5000,-21301.51132,-20642.84282,658.6684987,-12893.7478,-12893.7478,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Pyrmont - Ultimo,5000,-22147.45099,-21374.32676,773.1242234,-12753.49025,-12753.49025,0,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Redfern - Chippendale,5000,-23548.46006,-23548.46006,0,-13245.38426,-13245.38426,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Surry Hills,5000,-30385.65501,-29355.1498,1030.50521,-13779.19802,-13779.19802,1.82E-12,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Sydney - Haymarket - The Rocks,5000,-15238.06149,-13834.30204,1403.759457,-11689.0842,-11689.0842,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Waterloo - Beaconsfield,5000,-27384.63688,-27384.63688,0,-11998.50664,-11998.50664,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Bondi Junction - Waverly,5000,-24841.53649,-24841.53649,0,-13710.68775,-13710.68775,0,343127744,343127744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Paddington - Moore Park,5000,-33672.1474,-33672.1474,0,-14174.40257,-14174.40257,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Balmain,5000,-40451.12859,-40451.12859,0,-14106.58988,-14106.58988,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Leichhardt - Annandale,5000,-31943.51742,-31943.51742,0,-11585.93627,-11585.93627,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Lilyfield - Rozelle,5000,-38171.69998,-38171.69998,0,-14727.43513,-14727.43513,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Rest_of_Sydney,5000,0,0,0,14005.32813,14005.32813,0,87668878953,87668878953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48935,14318.48935,0,66970381111,66970381111,0,94411443229,94411443229,0,1.61382E+11,1.61382E+11,0,P4,0,,,,,,,,,
Darlinghurst,15000,-89391.60534,-88355.84242,1035.762929,-75505.14396,-75505.14396,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Erskineville - Alexandria,15000,-100540.8458,-100540.8458,0,-70988.6209,-70988.6209,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Glebe - Forest Lodge,15000,-81116.10229,-81116.10229,0,-68358.41038,-68358.41038,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Newtown - Camperdown - Darlington,15000,-78343.32369,-78343.32369,0,-64509.42481,-64509.42481,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Potts Point - Woolloomooloo,15000,-75099.66317,-74440.99467,658.6684987,-66691.89965,-66691.89965,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Pyrmont - Ultimo,15000,-75665.08773,-74891.96351,773.1242234,-66271.12699,-66271.12699,0,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Redfern - Chippendale,15000,-78049.88484,-78049.88484,0,-67746.80904,-67746.80904,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Surry Hills,15000,-85954.70729,-84924.20208,1030.50521,-69348.2503,-69348.2503,0,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Sydney - Haymarket - The Rocks,15000,-66626.88615,-65223.12669,1403.759457,-63077.90886,-63077.90886,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Waterloo - Beaconsfield,15000,-79392.30642,-79392.30642,0,-64006.17618,-64006.17618,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Bondi Junction - Waverly,15000,-80273.56824,-80273.56824,0,-69142.71951,-69142.71951,0,343127744,343127744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Paddington - Moore Park,15000,-90031.60879,-90031.60879,0,-70533.86396,-70533.86396,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Balmain,15000,-96674.96461,-96674.96461,0,-70330.42589,-70330.42589,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Leichhardt - Annandale,15000,-83126.04622,-83126.04622,0,-62768.46508,-62768.46508,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Lilyfield - Rozelle,15000,-95637.2265,-95637.2265,0,-72192.96166,-72192.96166,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Rest_of_Sydney,15000,0,0,0,14005.32813,14005.32813,0,87668878953,87668878953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0,,,,,,,,,
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.81179,14944.81179,0,69899813943,69899813943,0,94411443229,94411443229,0,1.64311E+11,1.64311E+11,0,P4,0,,,,,,,,,
Darlinghurst,10000,-59554.78131,-58519.01839,1035.762929,-45668.31993,-45668.31993,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Erskineville - Alexandria,10000,-72209.5295,-72209.5295,0,-42657.30456,-42657.30456,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Glebe - Forest Lodge,10000,-53661.52278,-53661.52278,0,-40903.83088,-40903.83088,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Newtown - Camperdown - Darlington,10000,-52171.73938,-52171.73938,0,-38337.84049,-38337.84049,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Potts Point - Woolloomooloo,10000,-48200.58725,-47541.91875,658.6684987,-39792.82372,-39792.82372,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Pyrmont - Ultimo,10000,-48906.26936,-48133.14514,773.1242234,-39512.30862,-39512.30862,1.46E-11,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Redfern - Chippendale,10000,-50799.17245,-50799.17245,0,-40496.09665,-40496.09665,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Surry Hills,10000,-58170.18115,-57139.67594,1030.50521,-41563.72416,-41563.72416,0,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Sydney - Haymarket - The Rocks,10000,-40932.47382,-39528.71436,1403.759457,-37383.49653,-37383.49653,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Waterloo - Beaconsfield,10000,-53388.47165,-53388.47165,0,-38002.34141,-38002.34141,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Bondi Junction - Waverly,10000,-52557.55237,-52557.55237,0,-41426.70363,-41426.70363,0,343127744,343127744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Paddington - Moore Park,10000,-61851.87809,-61851.87809,0,-42354.13326,-42354.13326,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Balmain,10000,-68563.0466,-68563.0466,0,-42218.50789,-42218.50789,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Leichhardt - Annandale,10000,-57534.78182,-57534.78182,0,-37177.20068,-37177.20068,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Lilyfield - Rozelle,10000,-66904.46324,-66904.46324,0,-43460.19839,-43460.19839,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Rest_of_Sydney,10000,0,0,0,14005.32813,14005.32813,0,87668878953,87668878953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.65057,14631.65057,0,68435097527,68435097527,0,94411443229,94411443229,0,1.62847E+11,1.62847E+11,0,P4,50,,,,,,,,,
Darlinghurst,5000,-29717.95728,-28682.19436,1035.762929,-15831.4959,-15831.4959,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Erskineville - Alexandria,5000,-43878.21316,-43878.21316,0,-14325.98822,-14325.98822,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Glebe - Forest Lodge,5000,-26206.94328,-26206.94328,0,-13449.25137,-13449.25137,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Newtown - Camperdown - Darlington,5000,-26000.15506,-26000.15506,0,-12166.25618,-12166.25618,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Potts Point - Woolloomooloo,5000,-21301.51132,-20642.84282,658.6684987,-12893.7478,-12893.7478,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Pyrmont - Ultimo,5000,-22147.45099,-21374.32676,773.1242234,-12753.49025,-12753.49025,0,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Redfern - Chippendale,5000,-23548.46006,-23548.46006,0,-13245.38426,-13245.38426,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Surry Hills,5000,-30385.65501,-29355.1498,1030.50521,-13779.19802,-13779.19802,1.82E-12,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Sydney - Haymarket - The Rocks,5000,-15238.06149,-13834.30204,1403.759457,-11689.0842,-11689.0842,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Waterloo - Beaconsfield,5000,-27384.63688,-27384.63688,0,-11998.50664,-11998.50664,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Bondi Junction - Waverly,5000,-24841.53649,-24841.53649,0,-13710.68775,-13710.68775,0,343127744,343127744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Paddington - Moore Park,5000,-33672.1474,-33672.1474,0,-14174.40257,-14174.40257,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Balmain,5000,-40451.12859,-40451.12859,0,-14106.58988,-14106.58988,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Leichhardt - Annandale,5000,-31943.51742,-31943.51742,0,-11585.93627,-11585.93627,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Lilyfield - Rozelle,5000,-38171.69998,-38171.69998,0,-14727.43513,-14727.43513,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Rest_of_Sydney,5000,0,0,0,14005.32813,14005.32813,0,87668878953,87668878953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48935,14318.48935,0,66970381111,66970381111,0,94411443229,94411443229,0,1.61382E+11,1.61382E+11,0,P4,50,,,,,,,,,
Darlinghurst,15000,-89391.60534,-88355.84242,1035.762929,-75505.14396,-75505.14396,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Erskineville - Alexandria,15000,-100540.8458,-100540.8458,0,-70988.6209,-70988.6209,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Glebe - Forest Lodge,15000,-81116.10229,-81116.10229,0,-68358.41038,-68358.41038,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Newtown - Camperdown - Darlington,15000,-78343.32369,-78343.32369,0,-64509.42481,-64509.42481,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Potts Point - Woolloomooloo,15000,-75099.66317,-74440.99467,658.6684987,-66691.89965,-66691.89965,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Pyrmont - Ultimo,15000,-75665.08773,-74891.96351,773.1242234,-66271.12699,-66271.12699,0,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Redfern - Chippendale,15000,-78049.88484,-78049.88484,0,-67746.80904,-67746.80904,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Surry Hills,15000,-85954.70729,-84924.20208,1030.50521,-69348.2503,-69348.2503,0,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Sydney - Haymarket - The Rocks,15000,-66626.88615,-65223.12669,1403.759457,-63077.90886,-63077.90886,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Waterloo - Beaconsfield,15000,-79392.30642,-79392.30642,0,-64006.17618,-64006.17618,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Bondi Junction - Waverly,15000,-80273.56824,-80273.56824,0,-69142.71951,-69142.71951,0,343127744,343127744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
Paddington - Moore Park,15000,-90031.60879,-90031.60879,0,-70533.86396,-70533.86396,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50,,,,,,,,,
